id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9,stage_10,stage_11,stage_12,stage_13,stage_14,stage_15,stage_16,stage_17,stage_18,stage_19,stage_20,stage_21
123,Reto,HOLLENSTEIN,SUI,1985-08-22T00:00:00,TEAM KATUSHA ALPECIN,36,962,1166,1301,2104,2156,2236,4080,5967,6029,6029,7458,8291,8648,9855,10834,12786,14479,14479,14625,14625
124,Robert,KISERLOVSKI,CRO,1986-09-08T00:00:00,TEAM KATUSHA ALPECIN,133,133,189,189,366,366,366,890,2524,2524,2524,3319,4071,4167,4162,4255,5189,5570,4920,5125,5125
125,Alexander,KRISTOFF,NOR,1987-07-05T00:00:00,TEAM KATUSHA ALPECIN,36,36,136,130,1291,1291,1291,3135,5385,5385,5385,7427,8260,8286,9493,9546,11498,13274,13274,13540,13540
126,Maurits,LAMMERTINK,NED,1990-08-31T00:00:00,TEAM KATUSHA ALPECIN,63,649,756,869,1027,1027,1027,2233,3867,3867,3867,5296,6129,6288,6210,7189,9141,9644,9644,9841,9841
127,Tiago,MACHADO,POR,1985-10-18T00:00:00,TEAM KATUSHA ALPECIN,64,64,90,90,443,476,476,1218,2852,2852,2852,4281,5114,5182,6389,6683,8635,9677,9677,9816,9816
128,Nils,POLITT,GER,1994-03-06T00:00:00,TEAM KATUSHA ALPECIN,41,41,245,245,1124,1124,1124,2109,3743,3743,3743,5172,6005,6068,7275,7580,9532,10971,10971,11008,11152
129,Rick,ZABEL,GER,1993-12-07T00:00:00,TEAM KATUSHA ALPECIN,132,132,239,239,929,929,929,2135,4385,4422,4422,6464,7297,8087,9294,10273,12225,13918,13918,14110,14148
13,Axel,DOMONT,FRA,1990-08-07T00:00:00,AG2R LA MONDIALE,76,662,914,1124,1770,1822,1822,2346,3511,3511,3511,4306,5058,5126,5821,6200,8152,9194,9194,9333,9333
131,André,GREIPEL,GER,1982-07-16T00:00:00,LOTTO SOUDAL,57,53,223,219,1368,1364,1364,3208,5458,5458,5458,7500,8657,9447,10654,10739,12691,14384,14384,14580,14574
132,Lars Ytting,BAK,DEN,1980-01-16T00:00:00,LOTTO SOUDAL,59,59,166,166,776,858,858,2702,4336,4336,4336,5765,6922,7712,8919,9898,11850,12892,12892,12973,13024
133,Tiesj,BENOOT,BEL,0001-01-01T00:00:00,LOTTO SOUDAL,75,75,75,75,150,150,150,908,1124,1124,1124,1381,2133,2131,1810,1810,2266,2449,2449,2524,2524
134,Thomas,DE GENDT,BEL,1986-11-06T00:00:00,LOTTO SOUDAL,77,137,477,608,1298,1485,1606,2470,4104,4155,4281,4894,5646,5777,5763,6057,7367,8115,7385,7485,7536
135,Tony,GALLOPIN,FRA,1988-05-24T00:00:00,LOTTO SOUDAL,183,352,604,735,984,984,984,1053,1544,1544,1544,2712,2960,2996,2626,2626,3082,3159,2509,2559,2559
136,Adam,HANSEN,AUS,1981-05-11T00:00:00,LOTTO SOUDAL,119,179,883,883,1454,1454,1454,2318,3952,4039,4039,5210,6043,6088,7295,8274,10226,11919,11919,12151,12151
137,Jurgen,ROELANDTS,BEL,1985-07-02T00:00:00,LOTTO SOUDAL,60,60,167,167,857,867,867,2073,4323,4323,4323,6378,7535,8325,9532,10511,12463,13455,13455,13640,13640
138,Marcel,SIEBERG,GER,1982-04-30T00:00:00,LOTTO SOUDAL,71,71,265,265,1414,1414,1414,3258,5508,5508,5508,7585,8742,9532,10739,11718,,,,,
139,Tim,WELLENS,BEL,1991-10-05T00:00:00,LOTTO SOUDAL,32,32,32,32,111,111,111,2314,4310,4397,4761,6803,7960,9687,,,,,,,
14,Mathias,FRANK,SUI,1986-09-12T00:00:00,AG2R LA MONDIALE,69,69,77,77,156,156,156,680,2314,2314,2314,3121,3954,4006,4178,4278,4313,4694,4694,4876,4876
141,Michael,MATTHEWS,AUS,1990-09-26T00:00:00,TEAM SUNWEB,20,20,12,12,837,837,833,2039,3673,3673,3673,5177,6010,5993,5912,5902,7559,9252,9252,9396,9396
142,Nikias,ARNDT,GER,1991-11-18T00:00:00,TEAM SUNWEB,16,16,34,34,676,676,695,1901,3897,3897,3964,5468,6301,6346,7553,7575,9527,11220,10472,10494,10494
143,WARREN,BARGUIL,FRA,1991-10-28T00:00:00,TEAM SUNWEB,59,59,72,72,324,376,376,853,851,851,851,963,845,890,528,528,532,502,502,565,565
144,Roy,CURVERS,NED,1979-12-27T00:00:00,TEAM SUNWEB,132,132,302,302,1181,1181,1255,3458,5454,5454,5454,7031,7864,8654,9685,10064,12016,13709,13709,13954,14018
145,Simon,GESCHKE,GER,1986-03-13T00:00:00,TEAM SUNWEB,46,46,64,64,527,579,680,2524,3387,3438,3438,4867,5619,6000,5986,6280,7937,8484,8484,8645,8937
146,Ramon,SINKELDAM,NED,1989-02-09T00:00:00,TEAM SUNWEB,73,73,243,243,1131,1183,1183,3027,5277,5277,5344,7386,8543,9333,10540,10711,12663,14356,14356,14514,14514
147,Laurens,TEN DAM,NED,1980-11-13T00:00:00,TEAM SUNWEB,63,63,233,233,304,304,304,1062,2379,2379,2519,3948,4781,5439,6134,6733,8092,8799,8799,9004,9296
148,Mike,TEUNISSEN,NED,1992-08-25T00:00:00,TEAM SUNWEB,41,41,148,148,790,872,924,2130,4380,4380,4520,6562,7395,8053,9260,9639,11591,13284,13284,13432,13432
149,Albert,TIMMER,NED,1985-06-13T00:00:00,TEAM SUNWEB,51,111,815,950,1869,1921,2011,3855,5851,5902,6042,8084,8932,9722,10929,11528,13480,15173,15173,15283,15381
15,Ben,GASTAUER,LUX,1987-11-14T00:00:00,AG2R LA MONDIALE,73,73,180,180,639,639,639,1397,2260,2260,2260,3271,3642,3710,4025,4196,5130,5807,5807,5913,5913
151,Nacer,BOUHANNI,FRA,1990-07-25T00:00:00,COFIDIS SOLUTIONS CREDITS,143,143,323,323,1206,1206,1206,3050,5300,5360,5360,7416,8472,8477,9684,9787,11739,13632,13632,13889,13889
152,Dimitri,CLAEYS,BEL,1987-06-18T00:00:00,COFIDIS SOLUTIONS CREDITS,80,669,849,849,1731,1783,1811,3655,5905,5956,6026,8077,8925,9715,10922,11901,13853,15292,15292,15550,15901
153,Nicolas,EDET,FRA,1987-02-12T00:00:00,COFIDIS SOLUTIONS CREDITS,60,60,123,123,249,249,249,1455,2560,2611,2611,3779,4612,5402,6256,7235,8892,9752,9752,9860,9911
154,Christophe,LAPORTE,FRA,1992-11-12T00:00:00,COFIDIS SOLUTIONS CREDITS,74,74,301,301,1267,1267,1267,3111,5361,5361,5361,7431,8264,8383,9590,9590,11542,13439,13439,13607,13607
155,Cyril,LEMOINE,FRA,1983-03-03T00:00:00,COFIDIS SOLUTIONS CREDITS,61,647,891,891,1581,1581,1609,2815,5065,5065,5135,7205,8261,8405,9100,9419,11371,13264,13264,13425,13425
156,Luis Angel,MATE MARDONES,ESP,1984-03-23T00:00:00,COFIDIS SOLUTIONS CREDITS,133,133,313,313,586,586,698,793,2427,2478,2478,3016,3849,4639,4568,6145,7079,7939,7939,8128,8128
157,Daniel,NAVARRO,ESP,1983-07-18T00:00:00,COFIDIS SOLUTIONS CREDITS,117,117,143,143,714,766,887,887,1268,1319,1319,2748,2996,3786,3465,3844,4082,4296,4296,4475,4526
158,Florian,SENECHAL,FRA,1993-10-07T00:00:00,COFIDIS SOLUTIONS CREDITS,84,84,264,453,1336,1450,1450,3294,5544,5544,5614,7656,8813,9603,10634,11613,13565,15258,15258,15432,15557
159,Julien,SIMON,FRA,1985-04-10T00:00:00,COFIDIS SOLUTIONS CREDITS,89,89,152,152,842,894,894,2738,4372,4372,4498,5490,6323,7039,8246,9225,11177,13070,12420,12561,12561
16,Cyril,GAUTIER,FRA,1987-09-26T00:00:00,AG2R LA MONDIALE,103,103,210,210,669,669,669,1427,3061,3061,3061,3402,4154,4206,4521,5500,6434,7234,7234,7404,7404
161,Robert,GESINK,NED,1986-05-31T00:00:00,TEAM LOTTO NL - JUMBO,31,31,225,225,796,796,917,898,,,,,,,,,,,,,
162,George,BENNETT,NZL,1990-07-04T00:00:00,TEAM LOTTO NL - JUMBO,97,97,115,115,154,154,154,154,233,233,233,264,384,399,399,,,,,,
163,Dylan,GROENEWEGEN,NED,1993-06-21T00:00:00,TEAM LOTTO NL - JUMBO,115,115,300,300,1219,1219,1219,3063,5313,5309,5303,7373,8530,9320,10527,11506,13458,15151,15151,15372,15362
164,Thomas,LEEZER,NED,1985-12-26T00:00:00,TEAM LOTTO NL - JUMBO,80,1006,1572,1572,2463,2545,2605,4449,6699,6740,6810,8866,9922,10303,11334,12313,14265,15958,15958,16216,16341
165,Paul,MARTENS,GER,1983-10-26T00:00:00,TEAM LOTTO NL - JUMBO,40,40,135,135,706,739,775,1981,3615,3615,3689,5118,5951,5949,6803,6974,8926,10012,10012,10162,10454
166,Primoz,ROGLIC,SLO,1989-10-29T00:00:00,TEAM LOTTO NL - JUMBO,52,52,159,159,336,388,509,1715,1978,2040,2040,2805,3056,3846,3480,4459,4380,5946,5946,5989,6281
167,Timo,ROOSEN,NED,1993-01-11T00:00:00,TEAM LOTTO NL - JUMBO,34,34,204,204,850,920,978,2822,4581,4581,4581,6029,6862,7243,8450,9429,11381,12141,,,
168,Jos,VAN EMDEN,NED,1985-02-18T00:00:00,TEAM LOTTO NL - JUMBO,15,15,122,122,812,894,1107,2951,,,,,,,,,,,,,
169,Robert,WAGNER,GER,1983-04-17T00:00:00,TEAM LOTTO NL - JUMBO,45,45,249,249,1398,1480,1601,3445,5695,5753,5879,7942,9099,9889,11096,12075,14027,15720,15720,15853,15912
17,Pierre-Roger,LATOUR,FRA,1993-10-12T00:00:00,AG2R LA MONDIALE,25,25,25,25,67,67,67,67,330,330,330,493,633,656,821,872,2824,4234,4234,4363,4725
171,Thomas,VOECKLER,FRA,1979-06-22T00:00:00,DIRECT ENERGIE,92,183,353,484,904,1050,1189,3033,4667,4718,4844,6036,6869,7250,8457,8751,9685,10299,10299,10513,10731
172,Thomas,BOUDAT,FRA,1994-02-24T00:00:00,DIRECT ENERGIE,87,170,454,454,1337,1532,1639,3483,5733,5733,5733,7299,8147,8557,9777,10071,12023,13761,13761,13988,13988
173,Lilian,CALMEJANE,FRA,1992-12-06T00:00:00,DIRECT ENERGIE,53,53,148,148,264,264,264,204,2091,2142,2142,2870,3622,3635,3324,3453,4875,6285,5635,5716,5716
174,Sylvain,CHAVANEL,FRA,1979-06-30T00:00:00,DIRECT ENERGIE,48,48,65,65,183,183,183,707,1570,1570,1570,2339,2710,2728,2962,3013,3947,4561,3831,3862,3862
175,Yohann,GENE,FRA,1981-06-25T00:00:00,DIRECT ENERGIE,87,87,257,257,1097,1149,1288,3132,5382,5467,5467,7030,7863,8244,9451,9715,11667,13389,13389,13628,13628
176,Adrien,PETIT,FRA,1990-09-26T00:00:00,DIRECT ENERGIE,105,105,212,212,1011,1011,1011,2855,5105,5156,5156,6773,7606,8396,9250,9343,11295,13071,13071,13294,13294
177,Perrig,QUEMENEUR,FRA,1984-04-26T00:00:00,DIRECT ENERGIE,107,107,277,277,791,843,863,1727,3361,3444,3550,4979,5812,6602,7809,8103,10055,11465,11465,11664,11740
178,Romain,SICARD,FRA,1988-01-01T00:00:00,DIRECT ENERGIE,50,50,762,762,1293,1439,1560,3220,4854,4939,4974,5993,6244,7034,7041,7346,8884,9521,8871,8986,9204
179,ANGÉLO,TULIK,FRA,1990-12-02T00:00:00,DIRECT ENERGIE,87,87,120,120,766,766,766,1524,3411,3462,3462,4891,5724,5750,6445,7424,9376,10426,10426,10587,10625
18,Oliver,NAESEN,BEL,1990-09-16T00:00:00,AG2R LA MONDIALE,76,76,171,171,630,630,630,1388,3022,3022,3022,4193,4945,4963,5658,5673,7625,8667,8667,8882,8882
181,Pierre,ROLLAND,FRA,1986-10-10T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,76,76,307,517,633,779,900,900,2005,2090,2176,2915,4072,4862,5096,5267,7219,7600,7600,7823,7914
182,Alberto,BETTIOL,ITA,1993-10-29T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,52,52,52,52,577,723,723,1929,3688,3750,3890,5094,5846,6028,6262,7241,8898,10526,10526,10676,10676
183,Patrick,BEVIN,NZL,1991-02-15T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,108,108,215,215,746,798,798,2004,3638,3638,3638,5132,5965,6755,7962,8341,10293,11986,11986,12180,12180
184,Nathan,BROWN,USA,1991-07-07T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,66,66,778,778,1198,1250,1250,1250,2884,2884,2884,3209,4042,4110,4425,4596,5530,6873,6873,7072,7072
185,Simon,CLARKE,AUS,1986-07-18T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,62,62,70,70,641,641,641,1165,2799,2799,2939,4405,5238,5243,6450,7429,9381,10331,10331,10527,10527
186,Taylor,PHINNEY,USA,1990-06-27T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,17,17,248,248,1400,1400,1521,3365,5615,5615,5615,7657,8814,9604,10811,11790,13742,15435,15435,15495,15495
187,Andrew,TALANSKY,USA,1988-11-23T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,49,49,72,72,117,117,117,117,1751,1836,1906,3013,3846,4636,5331,5753,7112,7273,7273,7407,7407
188,Rigoberto,URAN URAN,COL,1987-01-26T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,63,63,63,63,61,61,61,61,55,55,55,55,35,29,29,29,27,29,29,54,54
189,Dylan,VAN BAARLE,NED,1992-05-21T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,44,391,585,585,1243,1389,1510,2268,3776,3776,3916,5359,6192,6665,6837,6888,8545,9955,9955,10031,10031
19,Alexis,VUILLERMOZ,FRA,1988-01-06T00:00:00,AG2R LA MONDIALE,62,62,70,70,213,213,213,213,476,476,476,736,876,894,894,945,1236,1413,1413,1478,1478
192,Yukiya,ARASHIRO,JPN,1984-09-22T00:00:00,BAHRAIN - MERIDA,106,106,201,201,844,896,896,2740,4374,4374,4394,6018,6851,7567,8262,8355,10307,11717,11717,11896,11896
193,Grega,BOLE,SLO,1985-08-13T00:00:00,BAHRAIN - MERIDA,80,80,129,129,1025,1158,1158,2777,5027,5078,5078,6507,7340,8130,9337,10316,12268,13961,13961,14129,14129
194,Borut,BOZIC,SLO,1980-08-08T00:00:00,BAHRAIN - MERIDA,100,151,717,717,1615,1615,1647,3491,5741,5792,5792,7855,8688,9478,10685,11664,13616,15309,15309,15521,15521
195,Janez,BRAJKOVIC,SLO,1983-12-18T00:00:00,BAHRAIN - MERIDA,80,80,187,187,273,273,273,797,2368,2368,2368,2981,3733,4114,4429,4600,6552,7042,7042,7238,7238
196,Ondrej,CINK,CZE,0001-01-01T00:00:00,BAHRAIN - MERIDA,73,73,180,180,271,323,444,968,2602,2602,2602,3794,4546,5336,6367,7346,7584,9110,,,
197,Sonny,COLBRELLI,ITA,1990-05-17T00:00:00,BAHRAIN - MERIDA,32,32,69,69,965,965,965,2809,5059,5059,5079,7142,7975,7969,9176,9328,11280,12808,12808,12982,12982
198,Tsgabu Gebremaryam,GRMAY,ETH,1991-08-25T00:00:00,BAHRAIN - MERIDA,70,70,177,387,1077,1159,1280,2486,4643,4643,4643,5814,6647,6786,6772,6943,8895,9385,9385,9610,9735
199,Javier,MORENO BAZAN,ESP,1984-07-18T00:00:00,BAHRAIN - MERIDA,80,427,679,889,1141,1287,1323,2529,4163,4163,4249,5678,6430,7220,8427,8976,10928,12454,12454,12726,12726
2,Sergio,HENAO MONTOYA,COL,1987-12-10T00:00:00,TEAM SKY,76,76,84,84,152,152,152,152,415,415,415,826,1578,1601,1916,1967,3919,4391,4391,4592,4592
201,Guillaume,MARTIN,FRA,1993-06-09T00:00:00,WANTY - GROUPE GOBERT,102,102,102,102,147,147,147,143,923,923,923,1167,1307,1333,1648,1699,2633,3053,3053,3232,3232
202,Frederik,BACKAERT,BEL,1990-03-13T00:00:00,WANTY - GROUPE GOBERT,77,77,789,789,1399,1504,1643,3062,4696,4696,4782,6824,7576,7621,8828,9807,11759,13452,13452,13596,13596
203,Thomas,DEGAND,BEL,1986-05-13T00:00:00,WANTY - GROUPE GOBERT,89,89,122,122,276,276,276,276,1910,1910,1910,2702,3073,3141,3836,4130,5062,5503,5503,5642,5642
204,Marco,MINNAARD,NED,1989-04-11T00:00:00,WANTY - GROUPE GOBERT,103,103,210,210,412,412,412,936,2570,2570,2570,3535,4287,4310,5005,5176,6108,6302,6302,6491,6491
205,Yoann,OFFREDO,FRA,1986-11-12T00:00:00,WANTY - GROUPE GOBERT,89,89,259,259,869,869,869,1393,3027,3148,3148,4577,5410,6200,7231,8210,10162,11855,11855,12050,12050
206,Andrea,PASQUALON,ITA,1988-01-02T00:00:00,WANTY - GROUPE GOBERT,83,83,190,190,880,880,880,2724,4358,4358,4358,6400,7233,8023,9054,10033,11985,13678,13678,13878,13878
207,Dion,SMITH,NZL,1993-03-03T00:00:00,WANTY - GROUPE GOBERT,107,107,202,202,892,892,892,2736,4495,4495,4495,6537,7370,7415,8622,9601,11553,12963,12963,13164,13164
208,Guillaume,VAN KEIRSBULCK,BEL,1991-02-14T00:00:00,WANTY - GROUPE GOBERT,114,114,221,458,1619,1619,1619,3463,5350,5350,5350,7392,8225,9015,9869,10848,12800,14210,14210,14388,14388
209,Pieter,VANSPEYBROUCK,BEL,1987-02-10T00:00:00,WANTY - GROUPE GOBERT,96,96,152,152,798,798,798,2004,3638,3638,3638,5067,5900,6690,7910,8889,9821,11231,11231,11378,11378
21,Nairo Alexander,QUINTANA ROJAS,COL,1990-02-04T00:00:00,MOVISTAR TEAM,48,48,48,48,54,54,54,54,133,133,133,241,127,142,376,376,774,832,832,928,928
211,DANIEL,MC LAY,GBR,1992-01-03T00:00:00,TEAM FORTUNEO - OSCARO,72,72,242,242,1370,1370,1370,3214,5464,5464,5464,7725,8882,10328,12259,13836,,,,,
212,Maxime,BOUET,FRA,1986-03-11T00:00:00,TEAM FORTUNEO - OSCARO,64,64,87,87,322,322,423,1385,3019,3019,3019,3690,4061,4129,4983,5154,6811,7897,7897,8003,8003
213,Brice,FEILLU,FRA,1985-07-26T00:00:00,TEAM FORTUNEO - OSCARO,85,85,103,103,212,212,212,212,703,703,703,983,1354,1394,1628,1721,2012,2106,2106,2206,2206
214,Elie,GESBERT,FRA,0001-01-01T00:00:00,TEAM FORTUNEO - OSCARO,80,140,153,153,346,492,528,2372,4006,4197,4235,5664,6497,7287,7982,8075,10027,11113,10383,10513,10513
215,Romain,HARDY,FRA,1988-08-24T00:00:00,TEAM FORTUNEO - OSCARO,105,105,212,404,578,578,578,578,2212,2212,2212,2934,3305,3323,3252,3252,4674,4888,4238,4371,4371
216,Pierre-Luc,PERICHON,FRA,1987-01-04T00:00:00,TEAM FORTUNEO - OSCARO,59,59,229,229,751,856,977,2183,3817,3817,3817,4762,5010,5090,4777,4828,6394,7556,6901,7049,7049
217,Laurent,PICHON,FRA,1986-07-19T00:00:00,TEAM FORTUNEO - OSCARO,99,411,581,581,1464,1610,1610,2816,5066,5066,5192,6360,7208,7226,8433,10010,11962,13004,13004,13185,13185
218,Eduardo,SEPULVEDA,ARG,1991-06-13T00:00:00,TEAM FORTUNEO - OSCARO,69,69,132,132,250,250,250,250,1884,2038,2124,3692,4525,5315,6169,6548,8500,8881,8881,9065,9065
219,Florian,VACHON,FRA,1985-01-02T00:00:00,TEAM FORTUNEO - OSCARO,77,137,244,244,1134,1134,1162,2368,4002,4002,4002,5452,6300,6681,7376,8355,10307,11469,11469,11590,11590
22,Andrey,AMADOR,CRC,1986-08-29T00:00:00,MOVISTAR TEAM,27,613,783,783,1402,1402,1402,2608,4242,4242,4242,5671,6504,6681,6996,7089,8934,10344,10344,10603,10603
23,Daniele,BENNATI,ITA,1980-09-24T00:00:00,MOVISTAR TEAM,56,56,226,226,1029,1029,1029,2873,4869,4869,4869,6911,7744,7822,8517,8545,10497,12190,11460,11624,11624
24,Carlos Alberto,BETANCUR,COL,1989-10-13T00:00:00,MOVISTAR TEAM,54,54,54,54,197,197,197,197,634,634,634,940,1080,1103,1337,1430,2123,2185,2185,2267,2267
25,Jonathan,CASTROVIEJO NICOLAS,ESP,1987-04-27T00:00:00,MOVISTAR TEAM,20,20,190,190,451,484,564,564,2198,2198,2198,2831,3079,3869,4564,4869,6714,8407,8407,8488,8564
26,Imanol,ERVITI,ESP,1983-11-15T00:00:00,MOVISTAR TEAM,48,48,218,218,837,837,837,2256,3890,3890,3890,5061,5894,6684,7379,7379,9331,10741,10741,10821,10821
27,Jesus,HERRADA LOPEZ,ESP,1990-07-26T00:00:00,MOVISTAR TEAM,40,40,48,48,667,813,934,2140,4390,4473,4599,6057,6890,7072,7767,8072,9496,10906,10906,11089,11165
28,Jasha,SÜTTERLIN,GER,1992-11-04T00:00:00,MOVISTAR TEAM,41,41,788,788,1407,1407,1407,2826,4822,4822,4822,6727,7560,8350,9045,9138,10795,11837,11837,11873,11873
3,Vasili,KIRYIENKA,BLR,1981-06-28T00:00:00,TEAM SKY,7,7,102,102,760,874,995,2839,5014,5014,5014,6518,7270,7462,8493,8652,10604,12014,12014,12075,12075
31,Alberto,CONTADOR,ESP,1982-12-06T00:00:00,TREK - SEGAFREDO,54,54,54,54,52,52,52,52,315,315,315,434,322,337,337,430,465,514,514,529,529
32,Koen,DE KORT,NED,1982-09-08T00:00:00,TREK - SEGAFREDO,54,54,161,161,851,851,851,2057,3691,3691,3691,4574,5407,5494,6189,6360,8312,9354,9354,9513,9513
33,John,DEGENKOLB,GER,1989-01-07T00:00:00,TREK - SEGAFREDO,49,49,112,112,1031,1031,1031,2237,4487,4481,4481,6551,7607,7630,8837,8833,10785,12561,12561,12779,12914
34,Fabio,FELLINE,ITA,1990-03-29T00:00:00,TREK - SEGAFREDO,37,37,144,144,939,991,1027,2233,4483,4483,4483,6063,7585,,,,,,,,
35,Michael,GOGL,AUT,1993-11-04T00:00:00,TREK - SEGAFREDO,70,70,451,451,1288,1531,1531,2493,4489,4489,4745,6787,7620,8410,9441,10420,12372,14148,14148,14346,14346
36,Markel,IRIZAR ARRANBURU,ESP,1980-02-05T00:00:00,TREK - SEGAFREDO,62,62,242,242,932,932,932,2776,4772,4772,4772,6201,7034,7750,8781,9760,11712,13488,13488,13630,13630
37,Bauke,MOLLEMA,NED,1986-11-26T00:00:00,TREK - SEGAFREDO,78,78,232,232,323,323,323,1081,1375,1375,1375,2069,2440,2485,2090,2193,2662,2823,2173,2263,2263
38,Jarlinson,PANTANO,COL,1988-11-19T00:00:00,TREK - SEGAFREDO,48,48,111,111,352,404,525,894,1385,1385,1385,1796,2629,3419,3734,4333,6285,6986,6986,7290,7290
39,Haimar,ZUBELDIA,ESP,1977-01-04T00:00:00,TREK - SEGAFREDO,66,66,173,173,556,556,556,556,2190,2190,2190,2982,3734,3802,4656,4827,6779,7480,7480,7590,7590
4,Christian,KNEES,GER,1981-03-05T00:00:00,TEAM SKY,56,56,258,258,829,975,1096,2940,5190,5252,5299,7341,8174,8964,10171,10305,12257,13950,13950,14131,14131
