id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9,stage_10,stage_11,stage_12,stage_13,stage_14,stage_15,stage_16,stage_17,stage_18,stage_19,stage_20,stage_21
172,Thomas,BOUDAT,FRA,1994-02-24T00:00:00,DIRECT ENERGIE,0,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,26,26,26,26,29
173,Lilian,CALMEJANE,FRA,1992-12-06T00:00:00,DIRECT ENERGIE,0,0,0,0,0,0,4,41,41,41,41,41,41,41,58,58,58,69,88,88,88
174,Sylvain,CHAVANEL,FRA,1979-06-30T00:00:00,DIRECT ENERGIE,0,0,0,0,0,0,0,5,5,5,5,5,25,25,25,25,28,32,51,57,65
175,Yohann,GENE,FRA,1981-06-25T00:00:00,DIRECT ENERGIE,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
176,Adrien,PETIT,FRA,1990-09-26T00:00:00,DIRECT ENERGIE,0,0,0,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
177,Perrig,QUEMENEUR,FRA,1984-04-26T00:00:00,DIRECT ENERGIE,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
178,Romain,SICARD,FRA,1988-01-01T00:00:00,DIRECT ENERGIE,0,0,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,22,26,26,26
18,Oliver,NAESEN,BEL,1990-09-16T00:00:00,AG2R LA MONDIALE,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
182,Alberto,BETTIOL,ITA,1993-10-29T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
184,Nathan,BROWN,USA,1991-07-07T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,10,10,10,10,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19
186,Taylor,PHINNEY,USA,1990-06-27T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,4,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
188,Rigoberto,URAN URAN,COL,1987-01-26T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,0,0,13,13,13,13,33,33,33,50,56,65,65,70,87,98,98,106,106
189,Dylan,VAN BAARLE,NED,1992-05-21T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,0,0,9,9,22,22,22,22,22,22,22,22,22,22,28,28,28,28,28
19,Alexis,VUILLERMOZ,FRA,1988-01-06T00:00:00,AG2R LA MONDIALE,0,0,0,0,0,0,0,10,15,15,15,15,15,15,15,15,15,15,15,15,15
193,Grega,BOLE,SLO,1985-08-13T00:00:00,BAHRAIN - MERIDA,0,0,0,0,0,0,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6
194,Borut,BOZIC,SLO,1980-08-08T00:00:00,BAHRAIN - MERIDA,0,0,0,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,22
197,Sonny,COLBRELLI,ITA,1990-05-17T00:00:00,BAHRAIN - MERIDA,0,24,32,38,40,49,60,73,73,89,97,97,107,128,128,143,143,163,163,163,168
2,Sergio,HENAO MONTOYA,COL,1987-12-10T00:00:00,TEAM SKY,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3
201,Guillaume,MARTIN,FRA,1993-06-09T00:00:00,WANTY - GROUPE GOBERT,0,0,0,0,0,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22
202,Frederik,BACKAERT,BEL,1990-03-13T00:00:00,WANTY - GROUPE GOBERT,0,0,17,17,17,37,37,37,37,37,54,54,54,54,54,54,54,54,54,54,54
204,Marco,MINNAARD,NED,1989-04-11T00:00:00,WANTY - GROUPE GOBERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
205,Yoann,OFFREDO,FRA,1986-11-12T00:00:00,WANTY - GROUPE GOBERT,0,13,13,13,13,13,13,13,13,33,33,33,33,33,33,33,33,33,33,33,33
206,Andrea,PASQUALON,ITA,1988-01-02T00:00:00,WANTY - GROUPE GOBERT,0,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
207,Dion,SMITH,NZL,1993-03-03T00:00:00,WANTY - GROUPE GOBERT,0,0,0,0,0,6,6,6,6,6,9,9,9,9,9,9,9,24,24,24,37
208,Guillaume,VAN KEIRSBULCK,BEL,1991-02-14T00:00:00,WANTY - GROUPE GOBERT,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
209,Pieter,VANSPEYBROUCK,BEL,1987-02-10T00:00:00,WANTY - GROUPE GOBERT,0,5,5,10,10,10,10,10,10,20,26,26,26,26,26,26,26,26,26,26,30
21,Nairo Alexander,QUINTANA ROJAS,COL,1990-02-04T00:00:00,MOVISTAR TEAM,0,0,6,6,15,15,15,15,21,21,21,26,43,43,43,43,43,48,48,48,48
211,DANIEL,MC LAY,GBR,1992-01-03T00:00:00,TEAM FORTUNEO - OSCARO,0,3,3,3,3,13,20,20,20,32,48,48,48,48,48,48,,,,,
212,Maxime,BOUET,FRA,1986-03-11T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,17,17,17,17,17,17,17,34,34,34,34,34,34,34,34
213,Brice,FEILLU,FRA,1985-07-26T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
214,Elie,GESBERT,FRA,0001-01-01T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,27,56,56,56
215,Romain,HARDY,FRA,1988-08-24T00:00:00,TEAM FORTUNEO - OSCARO,0,0,11,11,11,11,11,18,18,18,18,18,18,18,18,25,25,25,27,27,27
216,Pierre-Luc,PERICHON,FRA,1987-01-04T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,10,10,10,10,10,10,10,10,14,14,17,17,17,17,24,24,34
217,Laurent,PICHON,FRA,1986-07-19T00:00:00,TEAM FORTUNEO - OSCARO,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
219,Florian,VACHON,FRA,1985-01-02T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,5,5,5,5,5,5
23,Daniele,BENNATI,ITA,1980-09-24T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,34
24,Carlos Alberto,BETANCUR,COL,1989-10-13T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,6,10,10,10,10,13,13,13,13,13,17,17,17,17
25,Jonathan,CASTROVIEJO NICOLAS,ESP,1987-04-27T00:00:00,MOVISTAR TEAM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,Imanol,ERVITI,ESP,1983-11-15T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,16
27,Jesus,HERRADA LOPEZ,ESP,1990-07-26T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6
28,Jasha,SÜTTERLIN,GER,1992-11-04T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,6,6
3,Vasili,KIRYIENKA,BLR,1981-06-28T00:00:00,TEAM SKY,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
31,Alberto,CONTADOR,ESP,1982-12-06T00:00:00,TREK - SEGAFREDO,0,0,0,0,11,11,11,11,11,11,11,13,28,28,28,28,36,42,42,52,52
32,Koen,DE KORT,NED,1982-09-08T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10
33,John,DEGENKOLB,GER,1989-01-07T00:00:00,TREK - SEGAFREDO,0,4,4,4,4,11,27,27,27,57,57,57,57,57,57,79,79,79,79,79,79
35,Michael,GOGL,AUT,1993-11-04T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10
37,Bauke,MOLLEMA,NED,1986-11-26T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,9,9,9,9,9,9,42,42,50,50,57,57,57
38,Jarlinson,PANTANO,COL,1988-11-19T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6
4,Christian,KNEES,GER,1981-03-05T00:00:00,TEAM SKY,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,10,10,10,10,10,10
41,Richie,PORTE,AUS,1985-01-30T00:00:00,BMC RACING TEAM,0,0,3,3,22,22,22,22,,,,,,,,,,,,,
42,Damiano,CARUSO,ITA,1987-10-12T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,0,0,0,2,5,5,5,10,10,10,10,10,10,10
43,Alessandro,DE MARCHI,ITA,1986-05-19T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,15,15,25,26,26,26,26,26,26
44,Stefan,KUENG,SUI,1993-11-16T00:00:00,BMC RACING TEAM,17,17,17,17,17,17,17,17,17,18,18,29,29,29,29,29,29,29,29,36,36
45,Amaël,MOINARD,FRA,1982-02-02T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4
46,Nicolas,ROCHE,IRL,1984-03-07T00:00:00,BMC RACING TEAM,0,0,0,0,4,4,4,23,23,23,23,23,30,30,50,50,50,50,50,50,50
47,Michael,SCHÄR,SUI,1986-09-29T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
48,Greg,VAN AVERMAET,BEL,1985-05-17T00:00:00,BMC RACING TEAM,0,0,19,19,19,19,19,19,19,19,19,19,19,44,44,63,63,63,63,63,63
49,Danilo,WYSS,SUI,1985-08-26T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,6,6,6,13,13,13,14,14,14,14,14,14,14,14
5,Michal,KWIATKOWSKI,POL,1990-06-02T00:00:00,TEAM SKY,8,8,8,8,8,8,8,8,11,11,13,13,22,22,22,25,25,25,25,42,42
51,Fabio,ARU,ITA,1990-07-03T00:00:00,ASTANA PRO TEAM,0,0,0,0,30,30,30,45,56,56,56,71,78,78,78,78,84,87,87,87,87
53,Jakob,FUGLSANG,DEN,1985-03-22T00:00:00,ASTANA PRO TEAM,0,0,13,13,13,13,13,13,23,23,23,23,,,,,,,,,
54,Andriy,GRIVKO,UKR,1983-07-08T00:00:00,ASTANA PRO TEAM,3,3,3,3,3,3,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6
57,Alexey,LUTSENKO,KAZ,1992-09-07T00:00:00,ASTANA PRO TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
58,ANDERSEN Michael,VALGREN,DEN,1992-02-07T00:00:00,ASTANA PRO TEAM,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13
6,Mikel,LANDA MEANA,ESP,1989-12-13T00:00:00,TEAM SKY,0,0,0,0,2,2,2,4,13,13,13,26,39,39,39,41,51,61,61,62,62
61,Louis,MEINTJES,RSA,1992-02-21T00:00:00,UAE TEAM EMIRATES,0,0,0,0,6,6,6,11,13,13,13,24,28,28,28,28,35,44,44,44,44
62,Darwin,ATAPUMA,COL,0001-01-01T00:00:00,UAE TEAM EMIRATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,36,36,36
65,Vegard Stake,LAENGEN,NOR,1989-02-07T00:00:00,UAE TEAM EMIRATES,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
66,Marco,MARCATO,ITA,1984-02-11T00:00:00,UAE TEAM EMIRATES,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,25,25,25,25
67,Manuele,MORI,ITA,1980-08-09T00:00:00,UAE TEAM EMIRATES,0,0,0,10,10,10,30,30,,,,,,,,,,,,,
68,Ben,SWIFT,GBR,1987-11-05T00:00:00,UAE TEAM EMIRATES,0,15,22,31,32,39,39,39,39,39,47,47,47,47,47,47,60,62,70,70,70
69,Diego,ULISSI,ITA,1989-07-15T00:00:00,UAE TEAM EMIRATES,0,0,0,0,0,0,0,0,0,0,0,9,11,11,38,38,38,38,38,38,38
7,Mikel,NIEVE ITURRALDE,ESP,1984-05-26T00:00:00,TEAM SKY,0,0,0,0,0,0,0,0,3,3,3,10,10,10,10,10,10,10,10,10,10
71,Arnaud,DEMARE,FRA,1991-08-26T00:00:00,FDJ,0,38,57,124,127,170,182,182,,,,,,,,,,,,,
72,Davide,CIMOLAI,ITA,1989-08-13T00:00:00,FDJ,0,0,0,0,0,0,0,0,0,3,17,17,17,17,17,17,17,17,17,17,29
73,Mickaël,DELAGE,FRA,1985-06-08T00:00:00,FDJ,0,0,0,0,13,13,13,13,,,,,,,,,,,,,
74,Jacopo,GUARNIERI,ITA,1987-08-14T00:00:00,FDJ,0,0,0,0,0,4,4,4,,,,,,,,,,,,,
77,Rudy,MOLARD,FRA,1989-09-17T00:00:00,FDJ,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,6,6,6
78,Thibaut,PINOT,FRA,1990-05-29T00:00:00,FDJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,,,,
8,Luke,ROWE,GBR,1990-10-03T00:00:00,TEAM SKY,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
81,Johan Esteban,CHAVES,COL,0001-01-01T00:00:00,ORICA - SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10
82,Michael,ALBASINI,SUI,1980-12-20T00:00:00,ORICA - SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,17,17,17
85,Damien,HOWSON,AUS,1992-08-13T00:00:00,ORICA - SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11
86,Daryl,IMPEY,RSA,1984-12-06T00:00:00,ORICA - SCOTT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,30
87,Jens,KEUKELEIRE,BEL,1988-11-23T00:00:00,ORICA - SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,51,51,51
88,Roman,KREUZIGER,CZE,1986-05-06T00:00:00,ORICA - SCOTT,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17
89,Simon,YATES,GBR,1992-07-08T00:00:00,ORICA - SCOTT,0,0,0,0,15,15,15,15,20,20,20,27,38,42,42,52,54,61,61,61,61
9,Geraint,THOMAS,GBR,1986-05-25T00:00:00,TEAM SKY,20,20,31,31,38,38,38,38,,,,,,,,,,,,,
91,Mark,Cavendish,GBR,1985-05-21T00:00:00,TEAM DIMENSION DATA,0,22,31,38,,,,,,,,,,,,,,,,,
92,Edvald,BOASSON HAGEN,NOR,1987-05-17T00:00:00,TEAM DIMENSION DATA,6,6,6,12,32,36,66,66,66,73,93,93,93,115,115,140,140,140,200,200,220
93,Stephen,CUMMINGS,GBR,1981-03-19T00:00:00,TEAM DIMENSION DATA,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,9,9,9,9,9,9
95,Reinardt,JANSE VAN RENSBURG,RSA,1989-02-03T00:00:00,TEAM DIMENSION DATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6
96,Serge,PAUWELS,BEL,1983-11-21T00:00:00,TEAM DIMENSION DATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20,20,20,20,20
98,Scott,THWAITES,GBR,1990-02-12T00:00:00,TEAM DIMENSION DATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
99,Jacobus,VENTER,RSA,1987-02-13T00:00:00,TEAM DIMENSION DATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
