id,first_name,last_name,country,birth_date,team,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7,stage_8,stage_9,stage_10,stage_11,stage_12,stage_13,stage_14,stage_15,stage_16,stage_17,stage_18,stage_19,stage_20,stage_21
173,Lilian,CALMEJANE,FRA,1992-12-06T00:00:00,DIRECT ENERGIE,0,0,1,1,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11
174,Sylvain,CHAVANEL,FRA,1979-06-30T00:00:00,DIRECT ENERGIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
177,Perrig,QUEMENEUR,FRA,1984-04-26T00:00:00,DIRECT ENERGIE,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
178,Romain,SICARD,FRA,1988-01-01T00:00:00,DIRECT ENERGIE,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,6,10,10,10
181,Pierre,ROLLAND,FRA,1986-10-10T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
184,Nathan,BROWN,USA,1991-07-07T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
186,Taylor,PHINNEY,USA,1990-06-27T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
187,Andrew,TALANSKY,USA,1988-11-23T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
188,Rigoberto,URAN URAN,COL,1987-01-26T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,0,0,0,0,0,0,2,2,2,6,6,6,6,6,10,26,26,26,26
189,Dylan,VAN BAARLE,NED,1992-05-21T00:00:00,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
19,Alexis,VUILLERMOZ,FRA,1988-01-06T00:00:00,AG2R LA MONDIALE,0,0,0,0,0,0,0,0,27,27,27,27,28,28,28,28,28,28,28,28,28
198,Tsgabu Gebremaryam,GRMAY,ETH,1991-08-25T00:00:00,BAHRAIN - MERIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
201,Guillaume,MARTIN,FRA,1993-06-09T00:00:00,WANTY - GROUPE GOBERT,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
202,Frederik,BACKAERT,BEL,1990-03-13T00:00:00,WANTY - GROUPE GOBERT,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
208,Guillaume,VAN KEIRSBULCK,BEL,1991-02-14T00:00:00,WANTY - GROUPE GOBERT,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,Nairo Alexander,QUINTANA ROJAS,COL,1990-02-04T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8
212,Maxime,BOUET,FRA,1986-03-11T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,Brice,FEILLU,FRA,1985-07-26T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,0,1,7,7,7,7,7,7,7,7,11,11,11,11,11
214,Elie,GESBERT,FRA,0001-01-01T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3
215,Romain,HARDY,FRA,1988-08-24T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
216,Pierre-Luc,PERICHON,FRA,1987-01-04T00:00:00,TEAM FORTUNEO - OSCARO,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,Carlos Alberto,BETANCUR,COL,1989-10-13T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
26,Imanol,ERVITI,ESP,1983-11-15T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
27,Jesus,HERRADA LOPEZ,ESP,1990-07-26T00:00:00,MOVISTAR TEAM,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
31,Alberto,CONTADOR,ESP,1982-12-06T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,36,36,36,36,36
32,Koen,DE KORT,NED,1982-09-08T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
35,Michael,GOGL,AUT,1993-11-04T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
37,Bauke,MOLLEMA,NED,1986-11-26T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,18,18,18,18,18,18,19,19,37,37,37,37,37
38,Jarlinson,PANTANO,COL,1988-11-19T00:00:00,TREK - SEGAFREDO,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6
41,Richie,PORTE,AUS,1985-01-30T00:00:00,BMC RACING TEAM,0,0,0,0,4,4,4,4,,,,,,,,,,,,,
42,Damiano,CARUSO,ITA,1987-10-12T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8
43,Alessandro,DE MARCHI,ITA,1986-05-19T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10
46,Nicolas,ROCHE,IRL,1984-03-07T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48,Greg,VAN AVERMAET,BEL,1985-05-17T00:00:00,BMC RACING TEAM,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,Michal,KWIATKOWSKI,POL,1990-06-02T00:00:00,TEAM SKY,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,10,10,10,10,10,10
51,Fabio,ARU,ITA,1990-07-03T00:00:00,ASTANA PRO TEAM,0,0,0,0,10,10,10,10,14,14,14,20,22,22,22,22,22,22,22,22,22
53,Jakob,FUGLSANG,DEN,1985-03-22T00:00:00,ASTANA PRO TEAM,0,0,0,0,0,0,0,0,12,12,12,12,,,,,,,,,
57,Alexey,LUTSENKO,KAZ,1992-09-07T00:00:00,ASTANA PRO TEAM,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,11,11,11,11
6,Mikel,LANDA MEANA,ESP,1989-12-13T00:00:00,TEAM SKY,0,0,0,0,0,0,0,0,0,0,0,13,33,33,33,33,33,45,45,45,45
61,Louis,MEINTJES,RSA,1992-02-21T00:00:00,UAE TEAM EMIRATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8
62,Darwin,ATAPUMA,COL,0001-01-01T00:00:00,UAE TEAM EMIRATES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,55,55,55,55
69,Diego,ULISSI,ITA,1989-07-15T00:00:00,UAE TEAM EMIRATES,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4
7,Mikel,NIEVE ITURRALDE,ESP,1984-05-26T00:00:00,TEAM SKY,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16
78,Thibaut,PINOT,FRA,1990-05-29T00:00:00,FDJ,0,0,0,0,0,0,0,0,17,17,17,17,17,17,18,18,,,,,
86,Daryl,IMPEY,RSA,1984-12-06T00:00:00,ORICA - SCOTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
89,Simon,YATES,GBR,1992-07-08T00:00:00,ORICA - SCOTT,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,Stephen,CUMMINGS,GBR,1981-03-19T00:00:00,TEAM DIMENSION DATA,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20
96,Serge,PAUWELS,BEL,1983-11-21T00:00:00,TEAM DIMENSION DATA,0,0,0,0,0,0,0,5,5,5,5,5,5,5,18,18,32,32,32,32,32
